from,to
16822119864340343654,7649242113160261686
7389545558525981340,7690362313606301837
7389545558525981340,17030958453828937513
7487952362457802079,1676201911122916781
10251400418239780361,9175608542220308681
10251400418239780361,8745365273514470007
10251400418239780361,17928749455960355096
10251400418239780361,15857907232844148127
10251400418239780361,7827626416531423738
10251400418239780361,16554637651022599219
10251400418239780361,6511040233081610778
9357712913820558873,13648084331429456135
9357712913820558873,9412614424780606291
4574392277098104187,5223164331886334049
11960490828764122018,7869488606780215759
11960490828764122018,8210571879280178044
11960490828764122018,14916859677364095324
6029938107265276141,17366310264184093057
3785515751182585589,3184549947826405022
13768566943549984085,6095179789563331892
13768566943549984085,868884453060086619
2972653310078227659,5774506474328398085
11889338945761189227,16025948784206820637
15132358197435874088,11217820315699561958
10026047299448879762,14180969357260997603
4891765025629031539,10131048650627112435
4891765025629031539,17628645059313976076
9905966164933330231,7337321620847298452
11754948142559728539,16115322370234195985
18075414941964343718,4711466512867765446
18075414941964343718,4694772640668584229
18075414941964343718,8034666986267919989
18075414941964343718,15754566266842188357
18075414941964343718,11441618826218130567
18075414941964343718,4689727687025938885
13429898425169236883,127148309821807895
13429898425169236883,6991943538831286807
13429898425169236883,487573826784214756
13429898425169236883,8119305554445535108
16760941387655146793,8109367176267300654
16760941387655146793,305250320100179331
5921283810473642072,6936628091347348796
17939676112418813329,8232383047718502753
17939676112418813329,12822992782827130313
4529798273617347344,11009533281096987350
14197679187947304706,5590987335431527264
14197679187947304706,2372524797321767375
14197679187947304706,2802175291514978883
14197679187947304706,17030958453828937513
1451479901798218948,2003659156426013646
1467757249597241531,9529295930153754777
16888227199814308006,2944789018937869197
4695073544201154394,13443597481528259571
4695073544201154394,16504720729473241296
4143691330907204980,3887337517750506029
8250159157510947778,10464279310008758715
11680507772482175411,15048810716273284365
11680507772482175411,3114272100236440961
11680507772482175411,5239583770955147702
11680507772482175411,1753487687403467457
12372604763464990888,7746960292880582448
12372604763464990888,9704783935299189797
12372604763464990888,2153195748447615798
12372604763464990888,10812403114835840643
12372604763464990888,14776692348369347750
12372604763464990888,14000107062284798085
6943881682856797471,15788228619685847499
6943881682856797471,14331548979860015278
10368371704706515607,10883492623548493108
701346987422696271,1586245725729435877
701346987422696271,868884453060086619
1142067288688520244,8890274093516407796
17804148768622140170,4513450786779642435
17804148768622140170,10051249760587743061
17804148768622140170,16733581446507827811
4273907741454082398,1208555232851200954
4273907741454082398,10027833015588336982
4273907741454082398,3626543258439705395
1088671275383858976,1056591708033649134
1088671275383858976,8265179959978466491
11552889728742193930,2569147395280841154
11552889728742193930,13601841070179962889
10254561905811738386,13401798084794448376
7200165869759290595,8890274093516407796
7200165869759290595,766363565669115527
4155660472802065161,11677142716502434921
4155660472802065161,446066673057959425
4155660472802065161,5513256834223242142
4155660472802065161,12909000230514730108
4155660472802065161,4846169355268394838
5083269042953886101,1829694273446710672
12616352544766523175,14428846297386615623
12264503543042694976,2736153646393213317
12264503543042694976,18282087500772275822
953698412187342832,8109367176267300654
953698412187342832,3610042340457219563
953698412187342832,1370141010402868448
953698412187342832,10745477817654824495
953698412187342832,8051985879552174325
953698412187342832,9558724168185744376
953698412187342832,12946975322843735705
2826647494751212993,4941823314121397749
2826647494751212993,17220778256668513123
2494562891393534708,17076982366861143884
14405464048483304572,12212651302900329474
13537164749572108748,6707361983480023745
13537164749572108748,2003659156426013646
2268741883976588462,3361105586355053069
15566557896520955235,14179208172783203131
15566557896520955235,7376348131962894578
15566557896520955235,12812762658447509289
4299508434553902165,7041406393840549622
4299508434553902165,12607994395611475956
8212499862727927550,15968791912395038937
8212499862727927550,5685491389292395663
16308409969210617050,15697861970766589839
16308409969210617050,15266930903312900204
16308409969210617050,11580884990703276422
16602064711213425083,2944789018937869197
16602064711213425083,17887335597810236197
8605212855358138849,7059740904410474878
17479540718122970559,13443597481528259571
8991775094024534642,15107752803743652259
2304181632025678501,5774506474328398085
4176702241594794532,14053983514955589486
4176702241594794532,12668077024949976043
4176702241594794532,8988118479807361507
4176702241594794532,18282087500772275822
4176702241594794532,540326842885352721
4176702241594794532,10535817253121196413
16820592339036340776,12423922208751770165
16820592339036340776,10700924639890908264
16820592339036340776,11204449505879475380
7685636993893032788,15524950160536876825
8824124757055968115,5605672422864196431
5696998878260470198,13429898425169236883
5696998878260470198,3308061624067593465
16769063352534090865,17704844007711337622
15626755389456194559,5859650596411956935
15626755389456194559,17545251697453862019
15626755389456194559,6936628091347348796
15626755389456194559,13942904000997065019
15626755389456194559,13761634411288633812
15626755389456194559,7446545872667859531
15626755389456194559,6846351874680738094
13414638950552487759,4637478439392000827
1627126985891050268,9759151634111784124
5042120058571909930,8543961258604274091
4310005398597144148,7208149392809700737
4310005398597144148,17833863414294086817
15766287507614848191,13490481468641921840
8924840596043175923,13399190150747695277
8924840596043175923,1122879231017731362
3622309932406342789,2915527639293381040
3622309932406342789,2318807470866601425
18436619506576999781,13399190150747695277
3890421254474894882,5458647971361573597
13319652647351324355,5708343983287988148
12271794264769884042,11164387642391261317
12271794264769884042,15764019233658403592
12271794264769884042,9295545382347978711
12271794264769884042,9037775506336098197
10738912813747387394,16090959720367998902
6890847486427164423,3967181812416297977
6724343680582884624,6018696364111051368
6724343680582884624,949993132963275991
6005659858296804495,13699575275055907109
6005659858296804495,15976347776388661333
6005659858296804495,9333134823238281996
6005659858296804495,12461525395146907802
249831227472933650,9227267162611000699
9300343597668606333,1321221962093712009
9300343597668606333,127148309821807895
9300343597668606333,2736153646393213317
9300343597668606333,15599703164747523451
17659638235673017595,6755699985354991365
17207752695515419053,15638064807339120117
15560255333358469416,15788228619685847499
15560255333358469416,14331548979860015278
4519216346148025962,7894170259546588976
5555658576019595139,17928749455960355096
5555658576019595139,2062339658572265044
15045612252610903882,2944789018937869197
15045612252610903882,10883492623548493108
15045612252610903882,18149108132713026307
14729775898185883016,6563841836051077154
14729775898185883016,3000095659898350047
14729775898185883016,16004865632006573185
14729775898185883016,17863186171201191667
6944290859063331650,9155326475219199484
6944290859063331650,13648084331429456135
6944290859063331650,5616410870804532995
6944290859063331650,9412614424780606291
6944290859063331650,9319145051476725949
10651112205386105001,9175608542220308681
10651112205386105001,9103241408869786786
1757238790265990308,17366310264184093057
1757238790265990308,8210571879280178044
5980281066045188554,11677142716502434921
5980281066045188554,15601704195970669873
5980281066045188554,17415991737928602947
5980281066045188554,14021562968122769483
17878890633814289694,3610042340457219563
17878890633814289694,1370141010402868448
17878890633814289694,17529411377871822285
17878890633814289694,10745477817654824495
17878890633814289694,7411626142465077755
15263538216999195225,16861758857653109258
15263538216999195225,5555658576019595139
15263538216999195225,6419469551600997412
4187064409255919930,6131548441162082305
4187064409255919930,11701321560228944911
14092973248222533109,1648509275911805755
14092973248222533109,6584470010361943710
14092973248222533109,5734298278000713080
14092973248222533109,8600472855764589805
4851605083844165389,9362353408234570921
4851605083844165389,16982036649891897765
4851605083844165389,13618551285275225022
4851605083844165389,6268598611110337216
10667128918128938337,16314124564860288923
10667128918128938337,7390560434462547229
8686945611330159561,827920081395660153
12549308296368486069,127148309821807895
12549308296368486069,17669077597147388834
12549308296368486069,8210571879280178044
12549308296368486069,540326842885352721
6158418547816085489,127148309821807895
6158418547816085489,9103241408869786786
6158418547816085489,8119305554445535108
4668414189137210547,11217820315699561958
7964106821419476786,11040912710471503713
8736888219040660335,18170652088764317736
18305838608032091800,11061023040969893898
11427147932009728635,1056591708033649134
11427147932009728635,12276892950869139974
12602157847355812768,2725327190944904544
1834966393072664562,13399190150747695277
1834966393072664562,16504720729473241296
1969990018058284318,3626543258439705395
9050510024071599215,14923399046805434803
9050510024071599215,14737295492902451216
9050510024071599215,6958606605454080892
9050510024071599215,9500305628841339272
9050510024071599215,6687356458799238959
9050510024071599215,4524584890415340228
9050510024071599215,540326842885352721
13807347978015459542,5774506474328398085
18145800764559399626,17435455487672864863
17905285726698106556,5774506474328398085
10611570722463395917,2053256960433031663
10611570722463395917,3647216975258379343
2535471363607361691,2118779033768311637
2535471363607361691,985918566018854020
10500184758707638158,17355805897069771309
10500184758707638158,11893218532187384741
15809851266806218606,17687237607176106380
15809851266806218606,4649414176704982030
15809851266806218606,16129325634725850094
15809851266806218606,7973410222312721971
15809851266806218606,908710056806461683
15809851266806218606,7432671696818375360
11427730708227294427,2944789018937869197
11427730708227294427,8034666986267919989
11427730708227294427,17147267813313824214
11427730708227294427,5030939370874460964
6273747421783382787,10883492623548493108
6273747421783382787,16233777530035316990
6273747421783382787,9552817944269365725
12319854743914063931,15653044645351154548
12319854743914063931,7454728911233352090
12319854743914063931,5708343983287988148
12319854743914063931,4305594301918566687
12319854743914063931,3252240335972142762
11247889381632327865,3610042340457219563
7639522620121266359,710656495621119851
7639522620121266359,14645237475243891169
16163363948838986849,2134992474144677590
16870038349091427361,17833863414294086817
16870038349091427361,6228100022373925136
1161697885778679229,6303655756537678487
16092698278142637255,856559355687989781
11331349508315157979,14022564436800535051
11331349508315157979,7777497601689050345
11349068879379092385,14022564436800535051
11349068879379092385,10212736177432261113
5380449155576227767,15601704195970669873
5380449155576227767,7405829651590716296
5380449155576227767,14516831177660169794
5380449155576227767,10072997421255555785
14036908241163115046,15788228619685847499
14036908241163115046,4965631981067721478
13888674318661160523,442997395565739402
4547390077921129249,12423922208751770165
4547390077921129249,13699575275055907109
4547390077921129249,1603569543767340778
4547390077921129249,6511040233081610778
9441049684449884519,16332165829702838661
9441049684449884519,9236808777929719988
7364381119308261756,6936628091347348796
7497466717729200567,1348447244569510297
14976654447731262401,16436817905674068726
14976654447731262401,13381378110859182082
14976654447731262401,4261710829527676114
7541698151884712687,13618551285275225022
7541698151884712687,7512327723829431379
16270644590997402956,4305594301918566687
1871102929355745217,13704251049208205188
1871102929355745217,1796355511836637016
1871102929355745217,12943217438312857739
9420554221875899302,2736153646393213317
653569292627865627,7059740904410474878
2419187199979157018,2062339658572265044
2395928746632668108,5774506474328398085
2395928746632668108,15417123037702668449
216479021019268138,14222224581948076809
216479021019268138,6936628091347348796
10778780511304948069,12713393356621567464
10778780511304948069,18246247153930069861
1521837879375530224,13662499957385538846
13030146253557822997,2944789018937869197
13030146253557822997,13279268628113734095
13030146253557822997,16214023621962052513
17033631275377070251,18246247153930069861
12853859024499478641,16886057149581252168
8300263521383314137,18213246143314258452
8300263521383314137,2732696640500891830
10464279310008758715,12063398839236639504
10464279310008758715,1185268544209442606
6319002107431189609,953698412187342832
6319002107431189609,1787283762403157394
6319002107431189609,8051985879552174325
6319002107431189609,9230261603301873307
7925455766411284789,16090959720367998902
7925455766411284789,11264190143065290682
13285701332001477356,3694961475529263546
15246348891697828813,9029900834459843170
4702877453714722230,3967181812416297977
4702877453714722230,12461525395146907802
8069968046022532307,6208791278887413396
8069968046022532307,7179457890508763903
5626732019719749529,11949896388961161325
2775070702668757039,7196409127162272636
2775070702668757039,16863001455369592741
2775070702668757039,10812403114835840643
2775070702668757039,12883023486926417144
2775070702668757039,6288291364184996881
2775070702668757039,4983634865817094979
6582486064827426008,4247652343631340658
6582486064827426008,1775460013056748560
7263712811645663479,8745495116025563594
7263712811645663479,15525026654447301206
9056230910022844720,17833863414294086817
16472159874619950964,14857269325212945122
16472159874619950964,9803390289492034726
11896542198228586520,14759424689883628734
11896542198228586520,18056288181628873978
15269073938773783029,10004499931284905906
15269073938773783029,14245644966278373218
15269073938773783029,498958917448093333
15269073938773783029,9187930711123004971
15269073938773783029,11010204722984684524
15269073938773783029,13297745811772217447
15269073938773783029,2062339658572265044
17129635606766925314,3610042340457219563
17129635606766925314,1370141010402868448
17129635606766925314,17895234051930190868
17129635606766925314,4335637069404311782
17129635606766925314,12946975322843735705
14803620496510377378,12063398839236639504
14803620496510377378,1185268544209442606
14803620496510377378,17275974307513195713
15457041550970670150,182824932873656500
15457041550970670150,15830146214314894758
15457041550970670150,5555658576019595139
15903022809758736428,8210571879280178044
15903022809758736428,8119305554445535108
15903022809758736428,14460564422295840140
15814991855809229301,9568928064644261357
2117272427271213853,1211577822180786957
2117272427271213853,12634387011388402384
12389293274784794211,10509954364001139561
7171078103450328587,7505733927558397602
13407902326034317494,4797711363877193555
13407902326034317494,17628645059313976076
13407902326034317494,2062339658572265044
11317482972704726201,11389909292893857119
6421251366398567661,16004865632006573185
6421251366398567661,2542009390502068919
16231258121296081750,1786780030627166320
16034867326242692017,2182170175896433846
3360395149626548963,1541588047659588753
3360395149626548963,10783726668226986474
3360395149626548963,15837411716697730768
1340221227637896244,2514505729025268252
1340221227637896244,6131548441162082305
1340221227637896244,9422735129377479264
14824283763975025422,12359110704501361977
6209103717404346535,1859443177837258473
6209103717404346535,16982036649891897765
6209103717404346535,9738889714921293496
10492791678474185304,15959685997580924480
2372322170516777049,9422735129377479264
13786594677634239435,15764019233658403592
13786594677634239435,9759151634111784124
9376026936392070869,7592811427403297254
3361522309674282581,17733260940907186980
3361522309674282581,17659579655191423429
3361522309674282581,5221275761688006785
3361522309674282581,15857907232844148127
17486336082360682655,6131548441162082305
17486336082360682655,8830275548912494323
17486336082360682655,16332165829702838661
9810444162052112034,14865948923668710480
487573826784214756,10652442539399087620
487573826784214756,6991943538831286807
487573826784214756,14333326070268278875
487573826784214756,17241257694848298797
3065390703563822087,9428702556633752312
3065390703563822087,1427936356239097517
11266853723254168809,7767747523698089734
7804150575321856606,5844229645070533041
12274921969647275028,15653044645351154548
1181919499763677105,835623305450310942
1181919499763677105,17659579655191423429
1181919499763677105,1653016144598490761
1181919499763677105,17990902733809376309
1181919499763677105,8786491029805042177
1181919499763677105,2865282102521877167
8060534066339968210,1662281560543861368
4150234818092001595,3687815772415620705
4150234818092001595,6549960679260066696
17138528054125759811,12027563512381127631
17138528054125759811,3114272100236440961
337646544473128552,14995361455224321141
10709353323099895438,6984698569998346818
7958262093575132557,6951511480201978870
10982970505634281319,4181164612325659146
10982970505634281319,6141548884829078025
10982970505634281319,5064286324061422348
3758523417060145878,5369343950286820701
3758523417060145878,7779759301318290855
2223364545937502752,15266930903312900204
2223364545937502752,3647216975258379343
2223364545937502752,13429870286940736369
2223364545937502752,4515877501967453026
2223364545937502752,11902580184122976699
16996974728737011760,16072861692636150054
16996974728737011760,10638686333855904448
16996974728737011760,4892242955515049817
16996974728737011760,15504947205253023270
10860365625900570107,9155326475219199484
10860365625900570107,12713393356621567464
10860365625900570107,18246247153930069861
10860365625900570107,11434086904854872557
4591915374439782036,4775333204026629922
4300458957542126447,1235319778381219032
14987974732686969152,4680070808593296300
3096964154613053019,7074804053517523597
3096964154613053019,1680220652436624959
15346853578828729357,15976347776388661333
15346853578828729357,12461525395146907802
5615197828264821295,11116479960505752274
10299151258688644455,13287484980929000326
4473977984347039393,18149108132713026307
4340677591027400462,11009130837616962792
4340677591027400462,4112545938510006055
5722231534458691840,2105998717528740331
17765617946985644121,11949896388961161325
17765617946985644121,11902580184122976699
11329325752818891920,5824100958073667395
2328592829309402852,7059740904410474878
2328592829309402852,17815032984581971263
9321635068041891272,16436817905674068726
11993978475803918892,2944789018937869197
5678061887601131298,16903932630436381406
5314168851901000819,11350341805211940435
5314168851901000819,15044594333917437501
15836359404285185440,15444257588320334788
15836359404285185440,9003580548374263723
15836359404285185440,15498246783436923589
15836359404285185440,14822598306769453673
15836359404285185440,10830620481590086447
15836359404285185440,5191349362201911636
15836359404285185440,10448403563250257458
15836359404285185440,5734298278000713080
15836359404285185440,8600472855764589805
15836359404285185440,16046730089055159790
15836359404285185440,3490165270327471278
12639142177969963579,13953548675746857595
12639142177969963579,6130428769274610404
2738988052109453876,10883492623548493108
2520743582911020187,9617117765747870670
14691139690260147639,3647216975258379343
14691139690260147639,8988118479807361507
11782225099009304130,6936628091347348796
1718187789959559660,13957897754302466798
9352410802082548996,3741557393025207139
14872260040827495211,17669077597147388834
12278096747767473838,17833863414294086817
12032470902248970421,6018696364111051368
4235098142639778257,16903932630436381406
4235098142639778257,17415991737928602947
4235098142639778257,16042547033024169369
4235098142639778257,2153195748447615798
4235098142639778257,12668077024949976043
4235098142639778257,11204449505879475380
2295773436799623427,2893138178944113233
9010389301437165381,11921442238827355137
4123187517073436586,4984966029507594332
4123187517073436586,16233777530035316990
4123187517073436586,4670783620728210324
220249185454632886,1185268544209442606
13679509242125383442,10773519828048901177
13679509242125383442,5141396916570078608
817732643774018777,11765387416990066054
817732643774018777,127148309821807895
11201431812446057833,1513652617653313325
5754343936488907243,8273969636902000196
5754343936488907243,16250519206076102020
4341842101572511793,2736153646393213317
4341842101572511793,10535817253121196413
4839891967665447329,13659914005507903721
2358540245581632006,1757605986020682196
17618387002384380127,3610042340457219563
17618387002384380127,2315097707562781930
17618387002384380127,9657754834569274236
17618387002384380127,12571035057453086181
7538791631020036023,10047859622693505274
14001666337762801380,2334418236999609350
11766606703789642779,2736153646393213317
16536127313117014026,11892424560834432215
16536127313117014026,18365385602194274868
2542945718780702937,7592811427403297254
2542945718780702937,6445269066558782319
572463106532073396,14295020551427840850
572463106532073396,4890402044662400259
14716890104523300240,16599498636626351577
15677723055699622159,13155573583397278425
15677723055699622159,6935046081809972053
15677723055699622159,7162156212803978343
14721790324365665956,11949896388961161325
7609937640067548755,2736153646393213317
14506180055672182118,8118508653980646279
11767910243056004843,11217820315699561958
7015824328602564215,949993132963275991
6242115537594050205,16094678579705718622
5502735103414505147,1859443177837258473
5502735103414505147,1676201911122916781
5502735103414505147,6268598611110337216
10675127822218186736,10847359795189962053
10675127822218186736,7758149871574164232
5625067921742488810,15968791912395038937
5625067921742488810,5685491389292395663
15277812000860685712,2736153646393213317
14847002204001096342,3647216975258379343
7905959559267796660,5650382619320148974
7905959559267796660,3276669705304192252
12040119657774421072,9665071086377166905
5625535944918445320,16987629126401210524
5625535944918445320,6958606605454080892
12755948046479703533,13323406755971273198
12755948046479703533,8210571879280178044
6419469551600997412,13146253994713245912
6419469551600997412,9412614424780606291
6419469551600997412,14856593134998897373
10509667592140130197,127148309821807895
16718464794768262456,15716653928372006119
16718464794768262456,13443597481528259571
16718464794768262456,12152054271736076697
17212345999186449341,12554010984800866560
9320113491122224054,4717128992502310138
9320113491122224054,4318951355615137423
18113380866802140082,15099795553949175915
13634624371006953422,2736153646393213317
13634624371006953422,5714120596652036876
17802792170114129682,7991162838460692054
17802792170114129682,13330291705644859357
17802792170114129682,12852730469082186185
12880313457378858319,1235319778381219032
12880313457378858319,7894170259546588976
7795860995406172695,1541588047659588753
7795860995406172695,17032760158866230305
7795860995406172695,15606137158148857268
7795860995406172695,5191349362201911636
7795860995406172695,9529295930153754777
13686108244499032865,10883492623548493108
13686108244499032865,8084140268061164094
9941083358681323887,15107752803743652259
1207726371703534076,12911005890499891836
1207726371703534076,15753703819976892693
1207726371703534076,12204897068018277523
17482756008474455031,13476025762651898550
17482756008474455031,4489800516197078627
12384898711545841961,4717128992502310138
12384898711545841961,18025964237394584396
13745115778063862570,11441618826218130567
13745115778063862570,12049204803563513150
13745115778063862570,10149255024976179473
13745115778063862570,17139561240509878425
12566462043007577846,11238379971469198341
6919980132803827760,127148309821807895
341182039693814228,4264045134715208401
341182039693814228,9825399513710080136
341182039693814228,10426972107437458390
341182039693814228,13499807169367492429
16520793564424573471,2877493742149701202
16520793564424573471,171421877719483550
16404877834110130040,171421877719483550
16404877834110130040,1786780030627166320
13678179013284097839,7827626416531423738
13678179013284097839,2062339658572265044
11324826057450602181,1508531618258237195
11324826057450602181,868884453060086619
6707170227227112438,16031735760275167609
6707170227227112438,12231972655456529448
5039844275390950884,18009109176853561176
5039844275390950884,11040912710471503713
5314513419114679583,4711466512867765446
5314513419114679583,13588680866026007396
15078790029834832520,6496578784352009288
15078790029834832520,17928749455960355096
15078790029834832520,7531664841959900048
8241736332576921513,2736153646393213317
16277386780265339397,4680070808593296300
17406901107155541855,11069243880488419619
17406901107155541855,6919980132803827760
17406901107155541855,7883929447135537233
7517455683095444091,16025948784206820637
18441827020033520441,15794364200749691637
18441827020033520441,8084375377352000587
11378032019374171052,14459125109846626223
11378032019374171052,540326842885352721
16664925611644064749,13146253994713245912
17082323834466700439,8937692574454925020
9268999614026750401,6729526313276580589
10360595185524486304,8658428382415339702
7291764062239377148,15968791912395038937
7291764062239377148,5685491389292395663
10105814181571432027,10905484890275658005
6818394391882349511,7446545872667859531
9305944423453081470,11238379971469198341
6718461166105441826,4956643819108921268
6718461166105441826,14812892332104096387
14607239201487546085,13695416366009842983
7630014059625517747,15525026654447301206
10895365018156300355,8248889007099520751
10895365018156300355,4685381675252624588
10895365018156300355,3844074164589905284
9612571502442457186,9281334485420372601
9612571502442457186,2802175291514978883
9612571502442457186,7639522620121266359
8895870773896411768,15099795553949175915
8895870773896411768,13773244516508075226
8895870773896411768,5523053336488547503
8895870773896411768,18282087500772275822
8895870773896411768,10535817253121196413
1162856827201819072,16141238186081778342
1162856827201819072,15048810716273284365
5677149214959203525,13399190150747695277
15693790722167506800,11960490828764122018
10231339839259663401,7411626142465077755
10231339839259663401,14812892332104096387
14989890858271280631,10354953205574903420
14989890858271280631,18330841754171965627
14989890858271280631,490999996072678954
14989890858271280631,14115402700566851323
14989890858271280631,12713393356621567464
14989890858271280631,17564692245329390408
14989890858271280631,18246247153930069861
14989890858271280631,12680666056299089892
10712887077662595218,17779396073259864001
10712887077662595218,3457869750144824051
10712887077662595218,303879250260851690
10712887077662595218,13100034960883963166
11837507987115657149,5239583770955147702
11837507987115657149,1850150982131394362
4878536084829651086,12276892950869139974
4878536084829651086,2153195748447615798
10141092065645614131,9529295930153754777
15780106331153692897,2588577263451183946
15188448220920588878,1586245725729435877
15188448220920588878,2007681219366809793
15188448220920588878,12708138509920506130
15188448220920588878,2003659156426013646
15188448220920588878,17240959213245522416
15188448220920588878,12713393356621567464
15188448220920588878,1024549880156202307
15188448220920588878,868884453060086619
15188448220920588878,6511040233081610778
11251884222991416888,3149746052595051884
11251884222991416888,10113427963079526808
11251884222991416888,3088620750445073021
11251884222991416888,17372350438933800803
11251884222991416888,13280150356231452949
11251884222991416888,3622475511476189553
11251884222991416888,13554759334207470592
11251884222991416888,1791153330914098076
11251884222991416888,11204449505879475380
16405835778432065878,15601704195970669873
16405835778432065878,891829837893592051
16405835778432065878,6772048801936113806
16405835778432065878,2810042224494575997
16405835778432065878,13499807169367492429
16405835778432065878,6034926249800808775
16405835778432065878,1821937939085780479
9521016601089878746,3610042340457219563
9521016601089878746,14453362506746825753
9521016601089878746,10745477817654824495
9521016601089878746,12437125568043138612
9521016601089878746,15811677552669859302
9521016601089878746,6445269066558782319
9521016601089878746,13742694590211672881
9521016601089878746,12946975322843735705
5299289891256777134,5789860011981514106
4797819924324800749,4717128992502310138
4797819924324800749,5887396713550097893
4797819924324800749,2736153646393213317
4797819924324800749,16184749013463448180
15815492077203840965,6803748227742838781
7683560497320065203,9363255049443128151
7683560497320065203,14453362506746825753
7683560497320065203,3271670013226589789
7683560497320065203,8748126372886650150
7683560497320065203,4277659191998726432
18004219751256529333,552515364093615666
18004219751256529333,10502200809961798153
17977483628658082610,1838191501042192222
15535336108524360217,8311632395554310297
2696331025294366971,1294727575249694238
2696331025294366971,17198760400201219244
10021330946390858999,15266930903312900204
10021330946390858999,10905484890275658005
10021330946390858999,1775460013056748560
10021330946390858999,10730999353729681092
14562638906519654362,15471400803928658272
14562638906519654362,2118779033768311637
15891614556090943491,442997395565739402
15891614556090943491,13636097951095615194
15891614556090943491,1541588047659588753
15891614556090943491,17276045486628214676
15891614556090943491,14076529362753572129
15891614556090943491,13372162542385843823
15891614556090943491,868884453060086619
15891614556090943491,17150481678861891040
2975401493611160955,5104708233368308485
2975401493611160955,7094336804349204160
5064776155750199664,908710056806461683
3554892208207876630,13574079254563058292
3554892208207876630,11050269971156453801
11415167479644079060,13443597481528259571
11415167479644079060,7778166158027669758
4792214349727396568,6095179789563331892
4792214349727396568,13845784208989287461
4792214349727396568,4883481817773712930
4792214349727396568,1024549880156202307
13620353894825835956,4691148761004673475
14313982405547615498,6194802789731403804
14313982405547615498,8119305554445535108
6017105359197018784,1056591708033649134
6017105359197018784,2153195748447615798
7183079067945937143,4106625331304068990
12357341679930085626,4513450786779642435
12357341679930085626,16018093013776803141
15251774030446793326,16286570892881925251
5080202074406710637,12129821247177020791
9532977265386289588,5789860011981514106
9532977265386289588,18246247153930069861
3707834166647019941,13052907623280816203
3707834166647019941,6757708241007681755
3707834166647019941,6534180063530195703
9768164862944864968,7673237646727732717
9768164862944864968,2003659156426013646
9768164862944864968,3313879812307308891
9768164862944864968,16460033705385714377
9768164862944864968,11010204722984684524
11100521425305837881,14245644966278373218
11100521425305837881,7104847468697269331
11100521425305837881,13297745811772217447
10463872792039233629,10727384398039906585
11735260862526557741,9388125589074466977
15194763462253507820,16376102931511710093
15194763462253507820,3887337517750506029
15194763462253507820,3612607426187840622
10291527784912684643,12554010984800866560
10291527784912684643,9529295930153754777
10355432421460060793,9723979131813554113
10355432421460060793,11525014964270468614
2027530988766334344,16042547033024169369
9551716433753571421,3388192069761832520
9551716433753571421,8781766320868662646
308710504561758763,14245644966278373218
9069381293631124312,11455589744304309867
9069381293631124312,13395988556726692877
9069381293631124312,2223364545937502752
9069381293631124312,18246247153930069861
9069381293631124312,4105252562835443861
9069381293631124312,11173830866355778122
9069381293631124312,8365043290652295938
15498314238361325385,8890274093516407796
15498314238361325385,587362841481648530
14295923505700269931,9001259743316755508
17317171358317616260,12851385532350791840
1624281506123452025,3902510378623212887
1624281506123452025,3984275187673036738
7915661611192717587,3905644433418909082
7915661611192717587,18237394506344462219
6282362319684005728,10051249760587743061
6282362319684005728,16072861692636150054
6282362319684005728,9561400099297170548
6282362319684005728,3647216975258379343
6282362319684005728,5829956226034953260
6282362319684005728,16068970009887117042
6282362319684005728,15922500983146603077
6282362319684005728,7827626416531423738
6282362319684005728,14645237475243891169
6282362319684005728,9955269882233251283
6282362319684005728,9803390289492034726
11895984854976354484,13648084331429456135
9219244350284711236,5141396916570078608
17354550691859710142,8510963229155308939
4125155602550733037,6419469551600997412
4851489785241512370,7690362313606301837
4851489785241512370,7639522620121266359
16522055342539547655,17669077597147388834
16522055342539547655,10056628031225558605
16522055342539547655,11893218532187384741
6213018883969421733,1818543674478876981
6213018883969421733,1056591708033649134
6213018883969421733,15022958884551896289
6213018883969421733,2153195748447615798
6213018883969421733,14021562968122769483
6213018883969421733,10812403114835840643
6213018883969421733,13330779955118745051
6213018883969421733,2423767819611600419
13948769224009114322,6378110245159415612
13948769224009114322,5555658576019595139
9740137878899833596,17366310264184093057
9740137878899833596,5259159551397347743
9740137878899833596,8210571879280178044
9740137878899833596,13391277276391209064
9740137878899833596,6748882225671049411
7253653599854906504,11931461155730978020
7253653599854906504,9561782261547145825
5273887431956165611,6391598480629285541
5273887431956165611,4883481817773712930
5273887431956165611,17928749455960355096
1564863363829784355,17733260940907186980
1564863363829784355,3647216975258379343
1564863363829784355,14242947497897885741
1564863363829784355,17564692245329390408
1564863363829784355,5736318969735865295
1564863363829784355,8665157986661352763
11688102083114039694,442997395565739402
16152132933537075612,2736153646393213317
17026443191620730555,8819816698569330087
17026443191620730555,2897067017442849890
2871311309674031163,16718966430149299968
9269078277503290562,2802175291514978883
5147589498261432105,3610042340457219563
1037748816198431703,6131548441162082305
10009261854183164825,4965631981067721478
10009261854183164825,14331548979860015278
16769568898182624618,8660088296473642765
7103720431892188146,3647216975258379343
7103720431892188146,11026487433980165143
2974219731353428256,10093002833795905174
2974219731353428256,17406915635221448082
3513726698452798236,16763810658885839814
3513726698452798236,6926784316719851414
3513726698452798236,6155661672803924171
16499465161980692345,2318807470866601425
16499465161980692345,9713260855686399242
17977521358283401771,18418398453684173043
17977521358283401771,18246247153930069861
10000852048468784990,6865439176418777345
10000852048468784990,985918566018854020
708179310151545116,5685491389292395663
5221275761688006785,6391598480629285541
